@relation home
@attribute claim3years {'N','Y'}
@attribute empStatus {'A','C','E','F','H','I','N','R','S','U','V'}
@attribute busUse {'N','Y'}
@attribute adBuild {'Y'}
@attribute riskRate numeric
@attribute insurSum numeric
@attribute grantYear numeric
@attribute specInsur numeric
@attribute specPrem numeric
@attribute birthYear numeric
@attribute marStatus {'A','B','C','D','M','N','O','P','S','W'}
@attribute sex {'F','M','N'}
@attribute alarm {'N','Y'}
@attribute lock {'N','Y'}
@attribute bedroom numeric
@attribute roofCon numeric
@attribute wallCon numeric
@attribute flood {'N','Y'}
@attribute unocc numeric
@attribute neigh {'N','Y'}
@attribute occStatus {'HH','LP','PH','UN','WD','WE'}
@attribute safeInstall {'N','Y'}
@attribute subside {'N','Y'}
@attribute yearBuild numeric
@attribute payment {'DD-Other','NonDD','PureDD'}
@attribute garBefore {'N','Y'}
@attribute garPost {'N','Y'}
@attribute keyBefore {'N','Y'}
@attribute keyAfter {'N','Y'}
@attribute lastPrem numeric
@attribute polStatus {'Cancelled','Lapsed','Live','Unknown'}
@data
'N','E','N','Y',17,1000000,4,0,0,1973,'O','M','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1946,'PureDD','N','N','N','N',364.28,'Lapsed'
'N','R','N','Y',5,1000000,6,0,0,1922,'W','F','N','Y',3,11,15,'Y',30,'N','PH','N','N',1960,'PureDD','N','N','N','N',173.28,'Live'
'Y','R','N','Y',12,1000000,3,0,0,1928,'P','F','N','N',2,11,15,'Y',0,'N','PH','N','N',1980,'PureDD','N','N','N','N',195.15,'Live'
'N','R','N','Y',1,1000000,6,0,0,1930,'W','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','Y','Y','N','N',258.87,'Lapsed'
'N','R','N','Y',14,1000000,4,2000,12.33,1930,'M','M','N','Y',5,11,15,'Y',30,'N','PH','N','N',1960,'PureDD','N','N','N','N',470.56,'Lapsed'
'N','R','N','Y',1,1000000,7,0,0,1932,'W','F','N','Y',3,11,15,'Y',30,'N','PH','N','N',1960,'PureDD','N','N','N','N',127.67,'Live'
'N','R','N','Y',16,1000000,6,0,0,1933,'M','M','N','N',2,11,15,'N',30,'Y','PH','N','N',1946,'NonDD','Y','Y','N','N',135.83,'Lapsed'
'N','R','N','Y',9,1000000,6,0,0,1935,'O','F','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1946,'PureDD','Y','Y','N','N',161.89,'Live'
'N','R','N','Y',2,1000000,6,0,0,1937,'S','M','N','N',3,11,15,'Y',30,'N','PH','N','N',1920,'PureDD','N','N','Y','Y',159,'Live'
'N','R','N','Y',2,1000000,6,0,0,1937,'M','M','N','N',3,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',231.83,'Live'
'N','R','N','Y',7,1000000,2,0,0,1937,'O','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',248.35,'Live'
'N','R','N','Y',10,1000000,5,0,0,1939,'P','F','N','Y',2,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',149.32,'Live'
'N','R','N','Y',10,1000000,6,0,0,1939,'M','M','N','Y',3,11,15,'Y',30,'N','PH','N','N',1960,'NonDD','N','N','N','N',145.5,'Live'
'N','R','N','Y',12,1000000,6,0,0,1941,'M','M','N','Y',3,11,15,'N',30,'Y','PH','N','N',1960,'PureDD','N','N','N','N',134.26,'Live'
'N','E','N','Y',18,1000000,6,500,3.98,1942,'M','M','Y','Y',3,11,15,'Y',30,'N','PH','N','N',2000,'PureDD','N','N','N','N',135.97,'Lapsed'
'N','R','N','Y',6,1000000,6,0,0,1944,'P','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1980,'PureDD','N','N','N','N',210.35,'Live'
'N','R','N','Y',11,1000000,6,0,0,1947,'O','M','N','N',4,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',300.4,'Lapsed'
'N','E','N','Y',15,1000000,5,0,0,1947,'O','M','N','Y',2,11,15,'Y',0,'Y','PH','N','N',2000,'PureDD','N','N','N','N',162.6,'Lapsed'
'Y','R','N','Y',0,1000000,3,0,0,1948,'M','M','N','Y',3,11,15,'Y',30,'Y','PH','N','N',1960,'PureDD','N','N','N','N',167.18,'Lapsed'
'N','E','Y','Y',4,1000000,6,0,0,1950,'M','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1980,'NonDD','N','N','N','N',129.73,'Lapsed'
'N','R','N','Y',12,1000000,6,0,0,1950,'S','M','N','N',2,11,15,'Y',30,'N','PH','N','N',1946,'NonDD','N','N','N','N',157.54,'Live'
'N','E','N','Y',12,1000000,5,0,0,1950,'O','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1980,'NonDD','N','N','N','N',190.88,'Lapsed'
'N','R','N','Y',19,1000000,6,0,0,1953,'O','M','N','Y',5,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',560.29,'Live'
'N','E','N','Y',6,1000000,5,0,0,1953,'O','F','N','N',3,11,15,'Y',0,'Y','PH','N','N',1920,'DD-Other','N','N','N','N',149.25,'Lapsed'
'N','E','N','Y',25,1000000,9,3005,10.58,1954,'M','M','N','Y',2,11,15,'Y',0,'N','PH','N','N',1960,'PureDD','N','N','N','N',212.19,'Live'
'N','E','N','Y',5,1000000,6,0,0,1955,'M','M','N','Y',2,11,15,'Y',30,'N','PH','N','N',1960,'NonDD','N','N','N','N',111.83,'Lapsed'
'N','E','N','Y',16,1000000,6,1000,7.96,1955,'P','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1920,'PureDD','N','N','N','N',334.78,'Live'
'N','E','N','Y',12,1000000,6,0,0,1959,'M','F','N','Y',3,11,15,'Y',30,'N','PH','N','N',1990,'NonDD','N','N','N','N',103.49,'Lapsed'
'N','E','N','Y',3,1000000,6,0,0,1966,'P','F','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1946,'DD-Other','N','N','N','N',182.97,'Live'
'N','R','N','Y',5,1000000,6,400,2.38,1925,'W','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','Y','N',231.69,'Lapsed'
'N','R','N','Y',9,1000000,5,0,0,1927,'W','F','Y','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',194.43,'Live'
'N','R','N','Y',5,1000000,6,0,0,1928,'W','F','N','N',2,11,15,'Y',0,'N','PH','N','N',1980,'NonDD','N','N','N','N',152.49,'Lapsed'
'N','R','N','Y',1,1000000,6,0,0,1931,'P','F','N','Y',2,11,15,'Y',0,'Y','PH','N','N',1920,'NonDD','N','N','N','N',170.53,'Lapsed'
'N','R','N','Y',24,1000000,6,0,0,1931,'D','F','Y','Y',2,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',245.27,'Live'
'Y','R','N','Y',19,1000000,6,1800,17.03,1932,'M','M','N','N',3,11,15,'Y',0,'N','PH','N','N',1920,'NonDD','N','N','N','N',250.08,'Live'
'N','R','N','Y',1,1000000,6,0,0,1933,'M','M','N','N',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',184.03,'Live'
'N','R','N','Y',11,1000000,7,0,0,1934,'M','M','N','Y',3,11,15,'Y',30,'N','PH','N','N',1920,'NonDD','N','N','N','N',169.13,'Lapsed'
'N','R','N','Y',0,1000000,6,0,0,1937,'M','M','N','N',4,11,15,'Y',0,'N','PH','N','N',1900,'PureDD','N','N','N','N',297.81,'Live'
'N','R','N','Y',5,1000000,6,0,0,1938,'M','M','Y','Y',4,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','Y','N','N','N',220.22,'Live'
'N','R','N','Y',12,1000000,7,1000,6.37,1939,'M','M','N','Y',4,11,15,'Y',30,'Y','PH','N','N',1960,'NonDD','N','N','N','N',220.35,'Lapsed'
'N','R','N','Y',10,1000000,7,0,0,1940,'M','M','Y','Y',4,11,15,'Y',0,'Y','PH','N','N',2000,'DD-Other','N','N','Y','N',186.68,'Live'
'N','R','N','Y',10,1000000,6,0,0,1940,'O','F','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1946,'PureDD','Y','Y','N','Y',237.2,'Live'
'N','R','N','Y',0,1000000,6,0,0,1942,'O','M','N','Y',3,11,15,'Y',30,'N','PH','N','N',1946,'NonDD','N','N','N','N',180.97,'Live'
'N','R','N','Y',7,1000000,6,0,0,1942,'A','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1900,'PureDD','N','N','N','N',202.7,'Live'
'N','R','N','Y',4,1000000,6,0,0,1942,'O','M','N','Y',2,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',153.49,'Live'
'N','R','N','Y',12,1000000,6,0,0,1942,'M','F','N','N',3,11,15,'Y',30,'N','PH','N','N',1960,'PureDD','N','N','Y','N',268.32,'Lapsed'
'N','R','N','Y',3,1000000,6,0,0,1943,'M','F','N','Y',2,11,15,'Y',30,'N','PH','N','N',1960,'DD-Other','N','N','N','N',135.14,'Live'
'N','R','N','Y',8,1000000,6,0,0,1944,'O','M','N','Y',4,11,15,'Y',0,'N','PH','N','N',1980,'NonDD','N','N','N','N',231.24,'Lapsed'
'N','R','N','Y',5,1000000,7,0,0,1944,'M','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1920,'DD-Other','N','N','N','N',148.12,'Live'
'N','E','N','Y',17,1000000,7,0,0,1944,'M','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1960,'PureDD','N','N','Y','Y',154.09,'Live'
'N','R','N','Y',8,1000000,6,0,0,1944,'W','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1960,'PureDD','N','N','N','N',258.38,'Live'
'N','R','N','Y',14,1000000,4,0,0,1945,'W','F','N','Y',3,11,15,'Y',30,'N','PH','N','N',1946,'NonDD','N','N','N','N',214.83,'Live'
'N','R','N','Y',19,1000000,6,0,0,1945,'M','M','N','N',4,11,15,'Y',30,'N','PH','N','N',1869,'NonDD','N','N','N','N',360.55,'Live'
'Y','E','N','Y',3,1000000,6,0,0,1946,'O','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',312.02,'Live'
'N','R','N','Y',6,1000000,9,0,0,1947,'M','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1960,'NonDD','N','N','N','N',163.91,'Live'
'N','S','N','Y',14,1000000,6,0,0,1948,'D','M','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1980,'NonDD','N','N','N','N',128.6,'Live'
'N','E','N','Y',5,1000000,6,0,0,1949,'P','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1920,'PureDD','N','N','N','N',220.38,'Live'
'N','E','N','Y',5,1000000,6,0,0,1950,'P','F','N','N',3,11,15,'Y',0,'N','PH','N','N',1980,'PureDD','N','N','N','N',157.94,'Live'
'Y','R','N','Y',17,1000000,3,0,0,1950,'O','F','N','N',2,11,15,'Y',0,'N','PH','N','N',1900,'NonDD','N','N','N','N',438.54,'Lapsed'
'N','E','N','Y',0,1000000,7,0,0,1955,'M','M','N','Y',5,11,15,'Y',30,'N','PH','N','N',1980,'NonDD','N','N','N','N',274.83,'Lapsed'
'Y','E','N','Y',9,1000000,4,0,0,1961,'M','M','N','N',3,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',365.06,'Live'
'N','E','N','Y',1,1000000,6,0,0,1962,'M','M','N','Y',2,11,15,'Y',0,'N','PH','N','N',1870,'PureDD','Y','Y','N','N',304.21,'Live'
'N','E','N','Y',1,1000000,6,0,0,1964,'P','M','N','Y',2,11,15,'Y',0,'N','PH','N','N',1920,'PureDD','N','N','N','N',328.35,'Live'
'N','R','N','Y',14,1000000,4,0,0,1924,'W','M','N','N',2,11,15,'Y',30,'N','PH','N','N',1960,'DD-Other','N','N','N','N',130,'Live'
'N','R','N','Y',13,1000000,6,0,0,1924,'P','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',183.26,'Live'
'N','R','N','Y',10,1000000,6,0,0,1925,'W','F','N','N',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',125.08,'Lapsed'
'N','R','N','Y',13,1000000,6,0,0,1926,'P','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',201.64,'Live'
'N','R','N','Y',2,1000000,5,0,0,1928,'P','F','N','N',2,11,15,'Y',0,'Y','PH','N','N',1900,'PureDD','N','N','N','N',261.62,'Live'
'N','R','N','Y',13,1000000,6,0,0,1929,'P','M','N','N',2,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',167.86,'Lapsed'
'N','R','N','Y',10,1000000,6,0,0,1929,'O','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',216.31,'Live'
'Y','R','N','Y',5,1000000,3,1000,8.24,1929,'W','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',180.24,'Live'
'N','R','N','Y',7,1000000,6,0,0,1930,'P','M','N','N',3,11,15,'Y',0,'N','PH','N','N',1900,'PureDD','N','N','N','N',306.36,'Live'
'N','R','N','Y',19,1000000,6,0,0,1930,'M','M','N','Y',3,11,15,'Y',30,'N','PH','N','N',1960,'NonDD','N','N','N','N',201.38,'Lapsed'
'N','R','N','Y',36,1000000,6,0,0,1930,'P','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',305.53,'Live'
'N','R','N','Y',10,1000000,7,0,0,1932,'W','M','N','Y',2,11,15,'Y',0,'N','PH','N','N',1920,'NonDD','N','N','N','N',188.1,'Lapsed'
'N','R','N','Y',3,1000000,7,0,0,1934,'M','M','N','N',3,11,15,'Y',0,'N','PH','N','N',1960,'NonDD','N','N','N','N',149.98,'Lapsed'
'N','R','N','Y',5,1000000,6,0,0,1934,'W','F','N','Y',2,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',176.26,'Live'
'N','V','N','Y',4,1000000,7,0,0,1935,'M','F','N','N',4,11,15,'Y',0,'N','PH','N','N',1920,'DD-Other','N','N','Y','Y',225.13,'Live'
