@relation home
@attribute claim3years {'N','Y'}
@attribute empStatus {'A','C','E','F','H','I','N','R','S','U','V'}
@attribute busUse {'N','Y'}
@attribute adBuild {'Y'}
@attribute riskRate numeric
@attribute insurSum numeric
@attribute grantYear numeric
@attribute specInsur numeric
@attribute specPrem numeric
@attribute birthYear numeric
@attribute marStatus {'A','B','C','D','M','N','O','P','S','W'}
@attribute sex {'F','M','N'}
@attribute alarm {'N','Y'}
@attribute lock {'N','Y'}
@attribute bedroom numeric
@attribute roofCon numeric
@attribute wallCon numeric
@attribute flood {'N','Y'}
@attribute unocc numeric
@attribute neigh {'N','Y'}
@attribute occStatus {'HH','LP','PH','UN','WD','WE'}
@attribute safeInstall {'N','Y'}
@attribute subside {'N','Y'}
@attribute yearBuild numeric
@attribute payment {'DD-Other','NonDD','PureDD'}
@attribute garBefore {'N','Y'}
@attribute garPost {'N','Y'}
@attribute keyBefore {'N','Y'}
@attribute keyAfter {'N','Y'}
@attribute lastPrem numeric
@attribute polStatus {'Cancelled','Lapsed','Live','Unknown'}
@data
'N','E','N','Y',0,1000000,7,0,0,1937,'M','M','N','N',4,11,15,'Y',0,'N','PH','N','N',1960,'NonDD','N','N','N','N',155.47,'Lapsed'
'N','R','N','Y',11,1000000,6,0,0,1947,'O','M','N','N',4,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',300.4,'Lapsed'
'Y','R','N','Y',5,1000000,3,0,0,1947,'P','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1900,'PureDD','N','N','N','N',232.79,'Live'
'N','R','N','Y',12,1000000,6,0,0,1942,'M','F','N','N',3,11,15,'Y',30,'N','PH','N','N',1960,'PureDD','N','N','Y','N',268.32,'Lapsed'
'N','R','N','Y',3,1000000,6,0,0,1943,'M','F','N','Y',2,11,15,'Y',30,'N','PH','N','N',1960,'DD-Other','N','N','N','N',135.14,'Live'
'N','R','N','Y',13,1000000,7,0,0,1944,'M','M','N','Y',3,11,15,'Y',30,'Y','PH','N','N',1920,'NonDD','N','N','N','N',179.61,'Lapsed'
'N','R','N','Y',24,1000000,6,3500,25.32,1951,'M','M','N','Y',3,11,15,'N',30,'N','PH','N','N',1960,'NonDD','N','N','N','N',184.43,'Live'
'N','R','N','Y',12,1000000,7,0,0,1919,'M','M','N','Y',2,11,15,'Y',0,'N','PH','N','N',1920,'NonDD','N','N','N','N',271.56,'Lapsed'
'N','R','N','Y',5,1000000,6,0,0,1928,'M','M','N','N',3,11,15,'Y',0,'Y','PH','N','N',1946,'PureDD','N','N','N','N',196.66,'Live'
'N','R','N','Y',2,1000000,7,0,0,1942,'W','M','N','N',2,11,15,'Y',0,'N','PH','N','N',1960,'NonDD','N','N','N','N',125.2,'Lapsed'
'N','E','N','Y',18,1000000,9,0,0,1945,'W','F','N','N',2,11,15,'Y',0,'N','PH','N','N',1960,'PureDD','N','N','N','N',176.76,'Live'
'N','R','N','Y',5,1000000,6,0,0,1929,'P','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1980,'DD-Other','N','N','N','N',219.99,'Live'
'N','R','N','Y',8,1000000,7,0,0,1939,'P','F','N','Y',2,11,15,'Y',0,'N','PH','N','N',1900,'NonDD','N','N','N','N',223.98,'Live'
'Y','R','N','Y',16,1000000,2,0,0,1940,'M','F','N','Y',4,11,15,'Y',30,'N','PH','N','N',1960,'PureDD','Y','Y','Y','Y',458.29,'Live'
'N','E','N','Y',0,1000000,6,0,0,1942,'M','F','N','N',3,11,15,'Y',0,'Y','PH','N','N',1946,'PureDD','N','N','N','N',222.02,'Lapsed'
'N','R','N','Y',15,1000000,6,0,0,1942,'M','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',137.92,'Lapsed'
'N','R','N','Y',4,1000000,6,0,0,1922,'O','F','N','N',3,11,15,'Y',0,'Y','PH','N','N',1946,'NonDD','N','N','N','N',150.31,'Lapsed'
'N','R','N','Y',21,1000000,6,0,0,1924,'P','F','Y','Y',3,11,15,'Y',0,'N','PH','N','N',1920,'NonDD','Y','Y','N','N',349.32,'Live'
'Y','R','N','Y',3,1000000,3,0,0,1927,'P','M','N','N',2,11,15,'Y',0,'N','PH','N','N',1980,'DD-Other','N','N','N','N',202.96,'Live'
'N','R','N','Y',8,1000000,6,0,0,1931,'P','F','N','N',4,11,15,'Y',0,'N','PH','N','N',1980,'NonDD','N','N','N','N',212.51,'Live'
'N','R','N','Y',8,1000000,6,0,0,1939,'M','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1980,'PureDD','N','N','N','N',141.73,'Lapsed'
'N','E','N','Y',17,1000000,7,0,0,1966,'D','M','N','Y',2,11,15,'Y',0,'N','PH','N','N',1960,'NonDD','N','N','N','N',264.86,'Lapsed'
'N','R','N','Y',13,1000000,6,0,0,1938,'P','F','N','Y',4,11,15,'Y',0,'Y','PH','N','N',1946,'DD-Other','N','N','N','Y',212,'Live'
'N','E','N','Y',13,1000000,7,0,0,1958,'D','F','N','N',2,11,15,'Y',0,'N','PH','N','N',1960,'PureDD','N','N','N','N',135.87,'Live'
'N','R','N','Y',0,1000000,6,2000,8.27,1932,'S','M','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1980,'PureDD','N','N','N','N',221.09,'Live'
'N','R','N','Y',12,1000000,6,0,0,1946,'S','M','N','Y',3,11,15,'Y',30,'Y','PH','N','N',1960,'PureDD','N','N','N','N',189.11,'Live'
'N','E','N','Y',13,1000000,7,0,0,1952,'M','M','Y','N',3,11,15,'Y',30,'Y','PH','N','N',1960,'NonDD','N','N','N','N',139.68,'Lapsed'
'N','R','N','Y',6,1000000,6,0,0,1933,'S','F','N','Y',3,11,3,'Y',0,'N','PH','N','N',1960,'NonDD','N','N','N','N',220.38,'Live'
'N','R','N','Y',15,1000000,5,5597,62.58,1935,'P','M','N','N',3,11,15,'Y',0,'N','PH','N','N',1920,'NonDD','N','N','N','N',362.3,'Lapsed'
'N','R','N','Y',0,1000000,6,0,0,1951,'D','F','N','Y',2,11,15,'Y',30,'N','PH','N','N',1960,'PureDD','N','N','N','N',130,'Lapsed'
'N','R','N','Y',27,1000000,5,0,0,1928,'O','F','N','Y',2,11,15,'Y',0,'Y','PH','N','N',1946,'PureDD','N','N','N','N',130.47,'Live'
'N','R','N','Y',18,1000000,6,0,0,1937,'W','F','N','N',3,11,15,'Y',30,'N','PH','N','N',1920,'NonDD','Y','N','Y','N',184.79,'Lapsed'
'N','R','N','Y',14,1000000,7,500,2.96,1943,'P','M','N','N',3,11,15,'Y',0,'N','PH','N','N',1960,'PureDD','N','N','N','N',207.18,'Live'
'Y','E','N','Y',15,1000000,6,0,0,1949,'M','M','N','N',3,11,15,'Y',30,'N','PH','N','N',1920,'PureDD','N','N','Y','Y',223.17,'Live'
'N','R','N','Y',5,1000000,6,200,0.32,1924,'W','F','N','N',3,11,15,'Y',30,'N','PH','N','N',1946,'NonDD','N','N','N','N',142.18,'Live'
'N','R','N','Y',12,1000000,6,0,0,1928,'S','F','Y','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','Y','N','N',84.1,'Live'
'N','R','N','Y',3,1000000,6,0,0,1929,'P','F','N','N',3,11,15,'Y',0,'Y','PH','N','N',1946,'NonDD','N','N','N','N',170.19,'Live'
'N','R','N','Y',34,1000000,9,0,0,1929,'M','M','Y','Y',5,11,15,'Y',30,'N','PH','N','N',1980,'NonDD','N','N','N','N',238.46,'Lapsed'
'N','R','N','Y',3,1000000,6,150,4.38,1951,'P','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1980,'NonDD','N','N','N','N',231.95,'Lapsed'
'N','R','N','Y',8,1000000,6,0,0,1933,'M','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1960,'PureDD','N','N','N','N',164.31,'Lapsed'
'N','E','N','Y',17,1000000,6,0,0,1951,'W','F','N','Y',3,11,15,'Y',30,'Y','PH','N','N',1920,'PureDD','N','N','N','N',150.82,'Live'
'N','S','Y','Y',6,1000000,6,0,0,1960,'S','M','N','Y',3,11,15,'Y',30,'N','PH','N','N',1960,'NonDD','N','N','N','N',421.11,'Live'
'N','R','N','Y',12,1000000,6,0,0,1939,'M','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',199.38,'Live'
'N','R','N','Y',0,1000000,6,0,0,1942,'W','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',136.86,'Live'
'Y','E','N','Y',7,1000000,3,0,0,1953,'P','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',295.75,'Cancelled'
'Y','R','N','Y',0,1000000,7,0,0,1925,'M','M','Y','Y',2,11,15,'Y',30,'N','PH','N','N',1960,'NonDD','N','N','N','N',198.57,'Live'
'N','R','N','Y',5,1000000,6,0,0,1933,'P','M','N','N',4,11,15,'Y',0,'Y','PH','N','N',1946,'NonDD','N','N','N','N',272.92,'Live'
'N','R','N','Y',19,1000000,7,0,0,1940,'O','M','N','Y',4,11,15,'Y',0,'N','PH','N','N',1920,'DD-Other','N','N','N','N',303.32,'Live'
'N','R','N','Y',0,1000000,6,0,0,1955,'M','M','N','Y',4,11,15,'Y',30,'N','PH','N','N',1900,'NonDD','N','N','N','N',314.48,'Live'
'N','E','N','Y',3,1000000,6,0,0,1958,'M','M','N','N',2,11,15,'Y',0,'N','PH','N','N',1960,'PureDD','N','N','N','N',154.48,'Live'
'N','E','N','Y',20,1000000,7,0,0,1959,'M','M','N','Y',3,11,15,'Y',30,'N','PH','N','N',1920,'PureDD','N','N','N','N',174.58,'Live'
'N','R','N','Y',11,1000000,6,0,0,1942,'M','M','N','N',3,11,15,'Y',0,'Y','PH','N','N',1960,'PureDD','N','N','N','N',158.19,'Lapsed'
'N','R','N','Y',30,1000000,6,0,0,1942,'D','F','N','Y',3,11,15,'Y',30,'N','PH','N','N',1900,'NonDD','N','N','N','N',175.98,'Lapsed'
'N','R','N','Y',19,1000000,6,0,0,1935,'M','M','N','Y',4,11,15,'N',0,'Y','PH','N','N',1900,'NonDD','N','N','N','N',253.96,'Lapsed'
'N','R','N','Y',10,1000000,6,0,0,1942,'P','M','N','N',4,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','Y','Y','N','N',314.68,'Live'
'Y','R','N','Y',3,1000000,4,0,0,1944,'M','F','N','N',2,11,15,'N',0,'Y','PH','N','N',1980,'NonDD','N','N','Y','N',126.22,'Live'
'N','E','N','Y',6,1000000,6,4200,25.94,1945,'P','M','N','Y',4,11,15,'Y',0,'Y','PH','N','N',1946,'PureDD','Y','Y','N','N',372.17,'Live'
'N','R','N','Y',0,1000000,6,0,0,1946,'W','F','N','N',2,11,15,'Y',30,'Y','PH','N','N',1920,'NonDD','N','N','N','N',184.73,'Live'
'N','R','N','Y',20,1000000,6,0,0,1921,'P','F','N','N',2,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',201.92,'Live'
'N','R','N','Y',0,1000000,6,0,0,1927,'W','F','N','N',3,11,15,'Y',30,'N','PH','N','N',1990,'PureDD','Y','Y','N','N',119.68,'Live'
'N','R','N','Y',1,1000000,6,0,0,1936,'W','F','N','Y',2,11,15,'Y',0,'N','PH','N','N',1980,'NonDD','N','N','N','N',96.19,'Live'
'N','R','N','Y',3,1000000,6,0,0,1925,'P','M','N','Y',2,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',210.68,'Live'
'N','R','N','Y',5,1000000,6,0,0,1930,'M','M','N','Y',3,11,15,'Y',30,'Y','PH','N','N',1960,'NonDD','N','N','N','N',133,'Lapsed'
'N','R','N','Y',10,1000000,7,0,0,1941,'O','M','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1960,'NonDD','N','N','N','N',167.23,'Live'
'N','R','N','Y',2,1000000,6,0,0,1938,'O','F','N','Y',2,11,15,'Y',0,'N','PH','N','N',1980,'PureDD','N','N','N','N',160.9,'Lapsed'
'N','R','N','Y',4,1000000,6,0,0,1944,'P','M','Y','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',213.44,'Lapsed'
'N','R','N','Y',10,1000000,5,0,0,1924,'P','F','N','Y',2,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',219.47,'Cancelled'
'N','R','N','Y',1,1000000,7,0,0,1934,'M','M','N','Y',3,11,15,'Y',30,'N','PH','N','N',1920,'PureDD','N','N','N','N',251.27,'Live'
'N','R','N','Y',17,1000000,7,0,0,1931,'M','M','N','Y',3,11,15,'Y',30,'Y','PH','N','N',1960,'NonDD','N','N','N','N',132.9,'Lapsed'
'N','R','N','Y',15,1000000,7,0,0,1944,'D','M','N','Y',3,11,15,'Y',30,'N','PH','N','N',1920,'PureDD','N','N','N','N',178.49,'Live'
'N','H','N','Y',11,1000000,7,0,0,1968,'M','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'DD-Other','N','N','N','N',189.96,'Lapsed'
'Y','E','N','Y',0,1000000,2,0,0,1953,'M','F','N','Y',3,11,15,'Y',30,'N','PH','N','N',1980,'NonDD','N','N','N','N',212.54,'Live'
'N','R','N','Y',13,1000000,6,0,0,1943,'D','M','N','Y',3,11,15,'Y',30,'Y','PH','N','N',1960,'DD-Other','N','N','N','N',155.6,'Lapsed'
'N','R','N','Y',3,1000000,6,0,0,1929,'O','M','N','Y',2,11,15,'N',0,'N','PH','N','N',1980,'NonDD','N','N','N','N',137.19,'Lapsed'
'N','R','N','Y',7,1000000,6,0,0,1931,'P','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',196.14,'Lapsed'
'N','R','N','Y',7,1000000,6,0,0,1935,'W','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',169.54,'Live'
'N','E','N','Y',10,1000000,7,0,0,1943,'M','M','N','Y',2,11,15,'Y',0,'N','PH','N','N',1960,'PureDD','N','N','N','N',371.85,'Lapsed'
'N','R','N','Y',17,1000000,6,2000,8.45,1945,'M','F','N','Y',3,15,15,'Y',0,'N','PH','N','N',1960,'DD-Other','N','N','N','N',179.15,'Live'
'N','E','N','Y',5,1000000,6,0,0,1951,'M','F','N','Y',3,11,15,'Y',30,'N','PH','N','N',1960,'PureDD','N','N','N','N',104.21,'Lapsed'
'N','E','N','Y',16,1000000,7,0,0,1953,'M','M','N','N',3,11,15,'Y',30,'N','PH','N','N',1946,'PureDD','N','N','N','N',184.33,'Live'
'N','R','N','Y',14,1000000,6,0,0,1933,'W','F','N','Y',2,11,15,'Y',0,'Y','PH','N','N',1900,'NonDD','N','N','N','N',196.34,'Live'
'N','E','N','Y',14,1000000,6,0,0,1950,'M','M','N','Y',3,11,15,'Y',30,'N','PH','N','N',1946,'NonDD','N','N','N','N',177,'Live'
'N','R','N','Y',12,1000000,6,0,0,1936,'O','M','N','Y',4,11,15,'Y',30,'N','PH','N','N',1946,'NonDD','N','N','N','N',241.21,'Live'
'N','R','N','Y',6,1000000,6,0,0,1938,'O','N','Y','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',231.16,'Live'
'N','R','N','Y',12,1000000,5,600,22.99,1938,'M','M','N','Y',3,11,15,'Y',30,'N','PH','N','N',1980,'NonDD','Y','Y','N','N',153.66,'Lapsed'
'N','R','N','Y',26,1000000,6,0,0,1936,'O','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1920,'NonDD','N','N','N','N',265.85,'Lapsed'
'N','R','N','Y',29,1000000,5,0,0,1937,'O','M','Y','Y',3,11,15,'Y',0,'N','PH','N','N',1980,'NonDD','Y','Y','N','N',279.58,'Lapsed'
'N','R','N','Y',10,1000000,6,0,0,1934,'P','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',207.69,'Lapsed'
'Y','R','N','Y',8,1000000,2,0,0,1921,'P','M','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1980,'PureDD','N','N','N','N',201.2,'Live'
'N','R','N','Y',7,1000000,6,0,0,1937,'P','F','N','Y',2,11,15,'Y',0,'N','PH','N','N',1920,'PureDD','N','N','N','N',128.96,'Lapsed'
'N','E','N','Y',5,1000000,7,0,0,1944,'M','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1960,'PureDD','N','N','N','N',219.02,'Live'
'Y','R','N','Y',13,1000000,3,0,0,1936,'P','F','N','N',3,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',222.18,'Live'
'N','R','N','Y',30,1000000,6,0,0,1941,'M','M','N','Y',3,11,15,'Y',30,'Y','PH','N','N',1920,'PureDD','N','N','N','N',200,'Lapsed'
'N','E','N','Y',15,1000000,6,0,0,1947,'O','M','N','Y',4,11,15,'Y',0,'N','PH','N','N',1980,'NonDD','N','N','N','N',325.01,'Lapsed'
'N','R','N','Y',5,1000000,6,0,0,1922,'P','M','N','N',2,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',170.05,'Live'
'Y','R','N','Y',5,1000000,3,3960,44.28,1934,'O','F','Y','Y',2,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',261.23,'Live'
'N','R','N','Y',17,1000000,6,0,0,1924,'W','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1920,'NonDD','N','N','N','N',199.88,'Lapsed'
'N','E','N','Y',16,1000000,6,0,0,1950,'M','M','N','N',3,11,15,'Y',30,'N','PH','N','N',1920,'PureDD','Y','Y','N','N',125.96,'Lapsed'
'N','R','N','Y',7,1000000,5,0,0,1936,'O','M','N','N',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',205.62,'Lapsed'
'N','R','N','Y',0,1000000,6,0,0,1942,'O','F','Y','Y',4,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',233.47,'Lapsed'
'N','E','N','Y',25,1000000,5,500,3.93,1953,'O','M','N','Y',3,11,15,'Y',30,'N','PH','N','N',1900,'PureDD','N','N','N','N',282.56,'Lapsed'
'Y','R','N','Y',12,1000000,3,0,0,1945,'P','F','N','Y',2,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','Y','Y','N','N',298.05,'Lapsed'
'N','E','N','Y',12,1000000,6,0,0,1957,'D','M','N','Y',2,11,15,'Y',30,'N','PH','N','N',1900,'PureDD','N','N','N','N',159.76,'Live'
'N','R','N','Y',3,1000000,6,0,0,1925,'O','F','N','Y',2,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',157.49,'Live'
'N','R','N','Y',18,1000000,6,0,0,1927,'M','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','Y','Y','N','N',172.4,'Live'
'N','R','N','Y',8,1000000,6,0,0,1929,'P','F','N','Y',4,11,15,'Y',0,'Y','PH','N','N',1946,'NonDD','Y','Y','Y','Y',303.14,'Lapsed'
'N','R','N','Y',12,1000000,9,0,0,1944,'M','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1980,'PureDD','N','N','N','N',152.04,'Live'
'N','E','N','Y',8,1000000,6,0,0,1952,'P','M','N','Y',2,11,15,'Y',30,'N','PH','N','N',1960,'PureDD','N','N','N','N',135.17,'Live'
'N','R','N','Y',10,1000000,6,0,0,1952,'O','M','N','Y',4,11,15,'Y',0,'Y','PH','N','N',1980,'NonDD','N','N','N','N',230.22,'Live'
'N','R','N','Y',8,1000000,6,0,0,1933,'W','F','N','Y',2,11,15,'Y',30,'N','PH','N','N',1960,'PureDD','N','N','N','N',157.05,'Live'
'N','R','N','Y',7,1000000,5,0,0,1936,'M','M','N','Y',3,11,15,'Y',30,'N','PH','N','N',1960,'DD-Other','N','N','N','N',148.53,'Lapsed'
'N','R','N','Y',13,1000000,5,0,0,1951,'S','F','N','Y',3,11,15,'Y',30,'N','PH','N','N',1920,'PureDD','N','N','Y','Y',225.55,'Live'
'Y','R','N','Y',12,1000000,2,0,0,1930,'P','F','N','Y',2,11,15,'Y',0,'Y','PH','N','N',1900,'PureDD','Y','Y','N','N',266.78,'Live'
'N','R','N','Y',1,1000000,5,0,0,1936,'O','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1980,'NonDD','N','N','N','N',134.93,'Live'
'N','E','N','Y',7,1000000,5,0,0,1979,'O','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',240.29,'Live'
'N','R','N','Y',7,1000000,6,0,0,1930,'P','F','Y','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',213.08,'Lapsed'
'N','R','N','Y',1,1000000,0,0,0,1933,'D','F','N','Y',3,11,15,'Y',30,'Y','PH','N','N',1980,'PureDD','N','N','N','N',216.1,'Live'
'N','R','N','Y',6,1000000,5,0,0,1942,'W','F','Y','Y',4,11,15,'Y',30,'N','PH','N','N',1980,'PureDD','Y','N','N','N',189.3,'Lapsed'
'Y','E','N','Y',1,1000000,3,2500,15.93,1954,'O','M','N','Y',5,11,15,'Y',0,'Y','PH','N','N',1980,'PureDD','N','N','N','N',499.32,'Live'
'N','R','N','Y',8,1000000,5,0,0,1930,'O','F','N','N',3,11,15,'Y',0,'N','PH','N','N',1990,'PureDD','Y','Y','N','N',198.94,'Live'
'N','R','N','Y',5,1000000,6,0,0,1932,'P','F','N','Y',2,11,15,'Y',0,'Y','PH','N','N',1946,'PureDD','N','N','N','N',139.17,'Live'
'N','R','N','Y',3,1000000,6,0,0,1933,'P','M','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1946,'DD-Other','N','N','N','N',242.03,'Live'
'N','R','N','Y',3,1000000,6,0,0,1938,'O','F','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1946,'PureDD','N','N','N','N',141.96,'Live'
'N','R','N','Y',0,1000000,7,0,0,1939,'M','M','N','Y',4,11,15,'Y',0,'N','PH','N','N',1990,'DD-Other','N','N','N','N',155.62,'Live'
'N','R','N','Y',3,1000000,6,0,0,1931,'O','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1920,'NonDD','N','N','N','N',199.81,'Live'
'N','R','N','Y',18,1000000,6,0,0,1929,'O','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',152.98,'Lapsed'
'N','R','N','Y',2,1000000,7,0,0,1932,'M','M','N','Y',2,11,15,'Y',30,'Y','PH','N','N',1960,'NonDD','N','N','N','N',117.6,'Live'
'N','R','N','Y',5,1000000,5,0,0,1943,'O','M','N','Y',4,11,15,'Y',0,'Y','PH','N','N',1980,'NonDD','N','N','N','N',266.01,'Live'
'N','R','N','Y',18,1000000,7,0,0,1921,'M','M','N','N',2,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',170.03,'Live'
'Y','R','N','Y',10,1000000,2,0,0,1925,'M','M','Y','Y',3,11,15,'Y',30,'Y','PH','N','N',1980,'NonDD','N','N','N','N',156,'Lapsed'
'N','R','N','Y',8,1000000,6,0,0,1934,'P','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',174.7,'Live'
'N','R','N','Y',6,1000000,6,0,0,1934,'P','M','N','Y',2,11,15,'Y',0,'Y','PH','N','N',1980,'PureDD','N','N','N','N',175.65,'Live'
'N','N','N','Y',47,1000000,7,0,0,1935,'M','F','N','Y',2,11,15,'Y',30,'N','PH','N','N',1980,'NonDD','N','N','N','N',109.6,'Live'
'N','R','N','Y',12,1000000,6,0,0,1930,'W','F','N','N',3,11,15,'Y',30,'N','PH','N','N',1946,'NonDD','N','N','N','N',150.14,'Live'
'N','R','N','Y',4,1000000,9,0,0,1937,'M','M','N','N',3,11,15,'Y',0,'N','PH','N','N',1960,'NonDD','N','N','N','N',154.43,'Live'
'Y','R','N','Y',20,1000000,3,0,0,1924,'P','M','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1946,'PureDD','Y','Y','N','N',296.4,'Live'
'N','R','N','Y',13,1000000,6,2100,12.44,1936,'M','M','N','Y',2,11,15,'N',30,'N','PH','N','N',1980,'DD-Other','N','N','Y','Y',130.86,'Lapsed'
'N','R','N','Y',20,1000000,6,0,0,1938,'W','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1960,'PureDD','N','N','N','N',178.14,'Live'
'Y','R','N','Y',25,1000000,4,0,0,1946,'M','M','N','Y',2,11,15,'Y',30,'N','PH','N','N',2000,'NonDD','N','N','N','N',175.29,'Lapsed'
'N','R','N','Y',3,1000000,6,0,0,1923,'O','F','N','Y',2,11,15,'Y',0,'N','PH','N','N',1980,'NonDD','N','N','N','N',141.03,'Live'
'N','R','N','Y',13,1000000,6,0,0,1935,'M','M','N','N',3,11,15,'Y',30,'N','PH','N','N',1920,'NonDD','N','N','N','N',220.69,'Lapsed'
'N','R','N','Y',6,1000000,6,0,0,1935,'P','F','Y','Y',3,11,15,'Y',0,'N','PH','N','N',1980,'NonDD','N','N','N','N',194.5,'Live'
