@relation home
@attribute claim3years {'N','Y'}
@attribute empStatus {'A','C','E','F','H','I','N','R','S','U','V'}
@attribute busUse {'N','Y'}
@attribute adBuild {'Y'}
@attribute riskRate numeric
@attribute insurSum numeric
@attribute grantYear numeric
@attribute specInsur numeric
@attribute specPrem numeric
@attribute birthYear numeric
@attribute marStatus {'A','B','C','D','M','N','O','P','S','W'}
@attribute sex {'F','M','N'}
@attribute alarm {'N','Y'}
@attribute lock {'N','Y'}
@attribute bedroom numeric
@attribute roofCon numeric
@attribute wallCon numeric
@attribute flood {'N','Y'}
@attribute unocc numeric
@attribute neigh {'N','Y'}
@attribute occStatus {'HH','LP','PH','UN','WD','WE'}
@attribute safeInstall {'N','Y'}
@attribute subside {'N','Y'}
@attribute yearBuild numeric
@attribute payment {'DD-Other','NonDD','PureDD'}
@attribute garBefore {'N','Y'}
@attribute garPost {'N','Y'}
@attribute keyBefore {'N','Y'}
@attribute keyAfter {'N','Y'}
@attribute lastPrem numeric
@attribute polStatus {'Cancelled','Lapsed','Live','Unknown'}
@data
'Y','E','N','Y',16,1000000,3,0,0,1966,'O','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1980,'PureDD','N','N','N','N',261.37,'Live'
'N','R','N','Y',5,1000000,6,0,0,1930,'P','F','N','N',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',188.67,'Live'
'Y','R','N','Y',12,1000000,3,0,0,1935,'M','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1980,'PureDD','N','N','N','N',271.11,'Live'
'Y','E','N','Y',15,1000000,2,0,0,1945,'O','M','N','Y',5,11,15,'Y',0,'N','PH','N','N',1980,'NonDD','Y','Y','N','N',375.93,'Lapsed'
'N','E','N','Y',11,1000000,7,0,0,1953,'M','M','N','N',3,11,15,'Y',30,'N','PH','N','N',1960,'PureDD','N','N','Y','Y',179.52,'Live'
'N','E','N','Y',0,1000000,6,0,0,1949,'S','M','N','N',3,11,15,'Y',30,'N','PH','N','N',1960,'NonDD','N','N','N','N',144.37,'Live'
'Y','R','N','Y',3,1000000,3,0,0,1933,'P','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',235.19,'Live'
'N','R','N','Y',2,1000000,6,0,0,1933,'P','M','N','Y',1,11,15,'Y',0,'N','PH','N','N',1900,'PureDD','N','N','N','N',237.62,'Live'
'N','E','N','Y',16,1000000,6,0,0,1942,'M','M','N','Y',3,11,15,'Y',30,'N','PH','N','N',1920,'NonDD','N','N','N','N',269.34,'Live'
'N','R','N','Y',8,1000000,6,7500,46.33,1937,'S','M','N','Y',2,11,15,'Y',0,'Y','PH','Y','N',1946,'PureDD','Y','Y','N','N',272.95,'Live'
'N','R','N','Y',10,1000000,6,0,0,1922,'W','F','N','Y',2,11,15,'Y',30,'N','PH','N','N',1920,'NonDD','N','N','N','N',153.27,'Live'
'N','R','N','Y',26,1000000,7,0,0,1931,'W','F','N','Y',3,11,15,'Y',30,'N','PH','N','N',1920,'NonDD','N','N','Y','N',220.51,'Lapsed'
'N','R','N','Y',46,1000000,6,500,6.21,1935,'W','F','N','N',2,11,15,'Y',30,'N','PH','N','N',1920,'NonDD','N','N','N','N',261.01,'Lapsed'
'N','R','N','Y',5,1000000,6,0,0,1944,'P','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',252.76,'Lapsed'
'N','R','N','Y',4,1000000,6,0,0,1917,'P','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1920,'PureDD','Y','Y','N','N',206.45,'Live'
'N','R','N','Y',3,1000000,7,0,0,1941,'O','M','N','Y',3,11,15,'N',0,'N','PH','N','N',1900,'NonDD','N','N','N','N',274.92,'Live'
'N','E','N','Y',7,1000000,5,0,0,1955,'O','F','N','Y',4,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',205.19,'Live'
'N','R','N','Y',9,1000000,6,0,0,1928,'P','F','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1946,'NonDD','N','N','N','N',235.26,'Live'
'N','R','N','Y',0,1000000,7,0,0,1943,'W','F','N','N',5,11,15,'Y',0,'N','PH','N','N',1869,'PureDD','N','N','N','N',361.19,'Live'
'N','R','N','Y',0,1000000,6,2500,11.26,1933,'M','M','N','N',4,11,15,'Y',30,'N','PH','N','N',1946,'DD-Other','N','N','N','N',198.87,'Live'
'N','R','N','Y',15,1000000,7,0,0,1938,'M','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'DD-Other','Y','Y','Y','Y',199.27,'Live'
'N','R','N','Y',7,1000000,6,0,0,1932,'M','M','Y','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',220.9,'Live'
'Y','R','N','Y',0,1000000,2,0,0,1927,'O','M','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1920,'PureDD','N','N','N','N',262.83,'Live'
'Y','R','N','Y',3,1000000,3,0,0,1936,'P','F','N','N',3,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',254.54,'Live'
'N','R','N','Y',6,1000000,6,3500,18.06,1936,'P','F','N','Y',4,11,15,'Y',0,'Y','PH','N','N',1980,'PureDD','Y','Y','N','N',255.53,'Live'
'N','E','N','Y',11,1000000,6,0,0,1954,'O','F','N','N',3,11,15,'Y',0,'N','PH','N','N',1920,'PureDD','Y','Y','Y','Y',265.26,'Live'
'N','R','N','Y',4,1000000,7,0,0,1928,'S','F','N','Y',2,11,15,'Y',30,'N','PH','N','N',1900,'PureDD','N','N','N','N',164.02,'Live'
'N','R','N','Y',5,1000000,6,0,0,1937,'O','F','N','Y',2,11,15,'Y',0,'Y','PH','N','N',1946,'PureDD','N','N','N','N',145.83,'Live'
'N','R','N','Y',10,1000000,4,500,2.98,1930,'O','F','N','Y',2,11,15,'Y',0,'Y','PH','N','N',1946,'PureDD','Y','Y','N','N',133.15,'Cancelled'
'N','R','N','Y',4,1000000,6,0,0,1941,'M','M','N','N',2,11,15,'N',0,'N','PH','N','N',1980,'NonDD','N','N','N','N',138,'Live'
'N','E','N','Y',13,1000000,7,0,0,1951,'M','F','Y','Y',3,11,15,'Y',30,'N','PH','N','N',1946,'NonDD','N','N','N','N',154.02,'Live'
'N','R','N','Y',6,1000000,6,0,0,1928,'M','M','N','Y',2,11,15,'Y',0,'N','PH','N','N',1980,'NonDD','N','N','N','N',98.05,'Live'
'N','E','N','Y',17,1000000,6,0,0,1946,'S','M','N','N',2,11,15,'Y',0,'N','PH','N','N',1980,'PureDD','N','N','N','N',144.55,'Live'
'N','R','N','Y',0,1000000,7,0,0,1942,'O','M','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1920,'NonDD','N','N','N','N',145.35,'Live'
'N','R','N','Y',31,1000000,6,0,0,1935,'O','F','N','Y',2,11,15,'Y',0,'N','PH','N','N',1980,'PureDD','N','N','N','N',136.44,'Lapsed'
'N','R','N','Y',20,1000000,9,0,0,1939,'M','M','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1960,'NonDD','N','N','N','N',149.81,'Live'
'N','E','N','Y',10,1000000,7,0,0,1946,'M','M','N','Y',3,11,15,'Y',30,'N','PH','N','N',1946,'NonDD','N','N','N','N',149.16,'Lapsed'
'N','R','N','Y',13,1000000,6,0,0,1922,'W','M','N','N',3,11,15,'Y',30,'N','PH','N','N',1920,'PureDD','N','N','N','N',137.91,'Live'
'N','R','N','Y',11,1000000,7,1700,8.06,1942,'M','M','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1980,'NonDD','N','N','N','N',123.21,'Lapsed'
'N','R','N','Y',47,1000000,6,1645,21.26,1932,'O','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1980,'NonDD','N','N','N','N',213.5,'Live'
'N','R','N','Y',15,1000000,6,0,0,1943,'C','M','N','Y',2,11,15,'Y',30,'N','PH','N','N',1960,'NonDD','N','N','N','N',156.17,'Lapsed'
'N','S','N','Y',15,1000000,8,0,0,1964,'O','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1960,'PureDD','N','N','N','N',356.65,'Lapsed'
'Y','R','N','Y',17,1000000,0,0,0,1920,'M','M','N','N',2,11,15,'Y',0,'Y','PH','N','N',1920,'PureDD','Y','Y','N','N',338.66,'Lapsed'
'Y','E','N','Y',3,1000000,5,0,0,1946,'M','M','N','Y',2,11,15,'Y',0,'N','PH','N','N',1960,'PureDD','N','N','N','N',192.96,'Live'
'Y','E','N','Y',14,1000000,2,0,0,1952,'S','M','N','N',2,11,15,'Y',30,'N','PH','N','N',1920,'NonDD','N','N','N','N',147,'Lapsed'
'N','R','N','Y',5,1000000,6,0,0,1921,'P','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'DD-Other','N','N','N','N',265.79,'Live'
'N','R','N','Y',2,1000000,7,0,0,1946,'M','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',158.36,'Live'
'N','R','N','Y',9,1000000,6,0,0,1919,'P','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',209.23,'Live'
'N','R','N','Y',12,1000000,6,0,0,1948,'P','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1920,'PureDD','N','N','N','N',350.67,'Live'
'N','R','N','Y',8,1000000,6,0,0,1930,'M','M','N','Y',4,11,15,'Y',0,'N','PH','N','N',1980,'NonDD','N','N','N','N',136.43,'Live'
'N','R','N','Y',15,1000000,6,0,0,1933,'O','F','Y','Y',4,11,15,'Y',0,'N','PH','N','N',1920,'PureDD','N','N','N','N',370.2,'Lapsed'
'N','E','N','Y',0,1000000,6,0,0,1943,'M','M','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1946,'PureDD','N','N','N','N',235.13,'Live'
'N','R','N','Y',8,1000000,7,0,0,1933,'M','F','N','Y',2,11,15,'Y',0,'N','PH','N','N',1960,'NonDD','N','N','N','N',144.19,'Live'
'N','E','N','Y',5,1000000,6,0,0,1944,'M','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1960,'NonDD','N','N','N','N',244.16,'Live'
'N','R','N','Y',46,1000000,6,0,0,1946,'O','F','N','Y',1,11,15,'Y',0,'N','PH','N','N',1920,'PureDD','N','N','N','N',229.43,'Lapsed'
'N','E','N','Y',23,1000000,6,0,0,1949,'O','M','N','Y',4,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',287.67,'Live'
'N','R','N','Y',16,1000000,6,0,0,1933,'M','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','Y','Y',224.68,'Lapsed'
'N','E','N','Y',12,1000000,6,0,0,1948,'S','M','N','Y',4,11,15,'Y',0,'Y','PH','N','N',1920,'NonDD','Y','Y','N','N',384.54,'Live'
'N','R','N','Y',10,1000000,7,0,0,1930,'M','M','Y','Y',2,11,15,'Y',0,'Y','PH','N','N',1920,'NonDD','N','N','N','N',208.34,'Live'
'N','R','N','Y',13,1000000,6,0,0,1925,'O','M','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1900,'NonDD','N','N','Y','Y',294.79,'Live'
'N','R','N','Y',20,1000000,6,0,0,1936,'D','F','N','Y',3,11,15,'Y',30,'N','PH','N','N',2000,'NonDD','N','N','N','N',145.16,'Lapsed'
'N','S','Y','Y',0,1000000,7,0,0,1945,'M','M','N','Y',4,11,15,'Y',0,'N','PH','N','N',1960,'NonDD','N','N','N','N',273.31,'Live'
'Y','R','N','Y',20,1000000,6,0,0,1950,'M','M','Y','Y',3,11,15,'Y',30,'Y','PH','N','N',1870,'NonDD','N','N','N','N',298.8,'Lapsed'
'N','R','N','Y',10,1000000,6,0,0,1924,'P','M','Y','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','Y','Y','N','N',279.19,'Live'
'N','R','N','Y',10,1000000,6,0,0,1936,'M','M','N','Y',3,11,15,'Y',30,'Y','PH','N','N',1960,'NonDD','N','N','N','N',245.89,'Lapsed'
'N','R','N','Y',12,1000000,5,0,0,1943,'P','F','N','N',3,11,15,'Y',0,'Y','PH','N','N',1946,'PureDD','N','N','N','N',160.99,'Lapsed'
'Y','R','N','Y',6,1000000,3,5000,31.12,1927,'O','M','N','N',4,11,15,'Y',0,'N','PH','N','N',1980,'PureDD','Y','Y','N','N',340.22,'Lapsed'
'N','R','N','Y',0,1000000,6,0,0,1930,'O','M','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1946,'PureDD','N','N','N','N',173.53,'Lapsed'
'N','R','N','Y',16,1000000,6,2250,13.33,1933,'W','F','N','Y',3,11,15,'Y',30,'N','PH','N','N',1960,'NonDD','N','N','N','N',162.18,'Lapsed'
'N','R','N','Y',5,1000000,6,5150,25.45,1942,'O','F','Y','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','Y','Y','N','N',294.68,'Lapsed'
'N','R','N','Y',0,1000000,7,0,0,1944,'W','F','N','Y',3,11,15,'Y',30,'N','PH','N','N',1946,'NonDD','N','N','N','N',207.33,'Lapsed'
'N','R','N','Y',17,1000000,6,0,0,1929,'O','M','N','Y',2,11,15,'Y',0,'N','PH','N','N',1980,'NonDD','N','N','N','N',174.19,'Live'
'N','R','N','Y',14,1000000,6,0,0,1936,'M','M','N','Y',2,11,15,'Y',0,'Y','PH','N','N',1980,'NonDD','N','N','N','N',106.38,'Live'
'N','R','N','Y',21,1000000,6,0,0,1943,'O','M','N','Y',4,11,15,'Y',0,'Y','PH','N','N',1980,'PureDD','N','N','N','N',323.7,'Live'
'N','R','N','Y',3,1000000,6,0,0,1918,'P','F','N','N',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',205.05,'Live'
'N','R','N','Y',13,1000000,6,0,0,1927,'M','M','N','Y',3,11,15,'Y',30,'N','PH','N','N',1980,'DD-Other','N','N','N','N',147.8,'Lapsed'
'N','E','N','Y',10,1000000,5,0,0,1957,'D','F','N','N',3,11,15,'Y',30,'N','PH','N','N',1946,'NonDD','N','N','N','N',180.15,'Live'
'N','R','N','Y',18,1000000,6,2500,13.03,1945,'M','M','N','Y',3,11,15,'Y',30,'N','PH','N','N',1920,'NonDD','N','N','N','N',216,'Live'
'N','E','N','Y',1,1000000,6,3500,22.3,1949,'P','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1920,'PureDD','N','N','N','N',210.29,'Live'
'N','R','N','Y',5,1000000,6,0,0,1923,'P','M','N','N',3,11,15,'Y',0,'N','PH','N','N',1900,'PureDD','N','N','N','N',236.97,'Live'
'N','R','N','Y',3,1000000,6,0,0,1940,'M','M','N','Y',4,11,15,'Y',0,'Y','PH','N','N',1960,'NonDD','N','N','N','N',224.23,'Lapsed'
'N','R','N','Y',5,1000000,6,0,0,1947,'M','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','Y','N',211.14,'Lapsed'
'N','R','N','Y',7,1000000,7,0,0,1931,'O','M','N','Y',4,11,15,'Y',0,'Y','PH','N','N',1990,'PureDD','N','N','N','N',186.68,'Live'
'N','R','N','Y',0,1000000,7,0,0,1936,'M','M','N','N',2,11,15,'Y',0,'N','PH','N','N',1900,'NonDD','Y','Y','N','N',192.45,'Live'
'N','R','N','Y',10,1000000,6,0,0,1939,'M','M','N','Y',3,11,15,'Y',30,'N','PH','N','N',1960,'NonDD','N','N','N','N',144.95,'Lapsed'
'N','R','N','Y',7,1000000,7,0,0,1939,'M','M','N','Y',3,11,15,'Y',30,'N','PH','N','N',1960,'PureDD','N','N','Y','Y',150.72,'Live'
'N','R','N','Y',2,1000000,6,0,0,1940,'O','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1900,'NonDD','N','N','N','N',184.45,'Live'
'N','R','N','Y',14,1000000,6,0,0,1927,'O','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',239.81,'Live'
'N','R','N','Y',11,1000000,7,0,0,1937,'M','M','N','N',3,11,15,'Y',0,'N','PH','N','N',1960,'PureDD','N','N','N','N',194.38,'Live'
'N','R','N','Y',9,1000000,6,0,0,1931,'O','F','Y','Y',2,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',114.58,'Live'
'N','S','N','Y',10,1000000,7,4000,17.46,1939,'M','M','N','N',4,11,15,'Y',30,'N','PH','N','N',1920,'NonDD','N','N','N','N',272.5,'Lapsed'
'N','R','N','Y',8,1000000,7,0,0,1931,'W','M','N','Y',3,11,15,'Y',30,'N','PH','N','N',1870,'PureDD','N','N','N','N',213.44,'Lapsed'
'N','R','N','Y',1,1000000,6,0,0,1947,'O','F','N','N',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',228.49,'Live'
'N','E','N','Y',4,1000000,5,0,0,1962,'O','F','N','Y',2,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',227.39,'Lapsed'
'N','R','N','Y',4,1000000,7,0,0,1944,'M','F','N','N',3,11,15,'Y',0,'Y','PH','N','N',1960,'PureDD','N','N','N','N',175.32,'Live'
'N','R','N','Y',13,1000000,6,0,0,1930,'M','M','N','Y',3,11,15,'Y',30,'Y','PH','N','N',1960,'NonDD','N','N','N','N',254,'Lapsed'
'N','R','N','Y',9,1000000,7,0,0,1938,'M','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1980,'PureDD','N','N','N','N',114.42,'Live'
'N','R','N','Y',13,1000000,5,0,0,1939,'M','M','N','Y',4,11,15,'Y',0,'N','PH','N','N',1980,'NonDD','Y','Y','N','N',329.33,'Live'
'N','R','N','Y',5,1000000,6,0,0,1919,'M','F','N','Y',2,11,15,'Y',30,'N','PH','N','N',1960,'PureDD','N','N','N','N',127.16,'Live'
'N','R','N','Y',10,1000000,6,0,0,1939,'M','M','N','Y',4,11,15,'Y',30,'N','PH','N','N',1980,'PureDD','N','N','N','N',168.09,'Lapsed'
'Y','E','N','Y',6,1000000,3,0,0,1950,'M','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',162.87,'Live'
'N','R','N','Y',7,1000000,6,0,0,1934,'P','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',189.34,'Live'
'N','R','N','Y',3,1000000,7,0,0,1946,'W','F','N','Y',2,11,15,'Y',0,'N','PH','N','N',1980,'DD-Other','N','N','N','N',137.18,'Live'
'N','R','N','Y',12,1000000,6,0,0,1941,'M','M','N','N',3,11,15,'Y',30,'N','PH','N','N',1946,'PureDD','N','N','N','N',142,'Live'
'N','R','N','Y',1,1000000,7,2000,12.74,1935,'M','M','N','N',3,11,15,'Y',0,'N','PH','N','N',1869,'PureDD','N','N','Y','N',297.37,'Lapsed'
'Y','R','N','Y',12,1000000,3,0,0,1930,'P','F','N','Y',4,11,15,'Y',0,'N','PH','N','N',1980,'PureDD','N','N','N','N',255.8,'Live'
'N','R','N','Y',17,1000000,7,0,0,1944,'W','F','N','Y',2,11,15,'Y',30,'N','PH','N','N',1960,'NonDD','N','N','N','N',182.79,'Lapsed'
'Y','R','N','Y',15,1000000,3,0,0,1946,'S','F','N','Y',3,11,15,'Y',30,'N','PH','N','N',1920,'NonDD','N','N','N','N',223.84,'Live'
'N','R','N','Y',0,1000000,6,0,0,1922,'W','F','N','Y',2,11,15,'Y',0,'N','PH','N','N',1870,'PureDD','N','N','N','N',194.18,'Live'
'N','R','N','Y',1,1000000,5,0,0,1924,'O','F','N','Y',3,19,15,'Y',0,'Y','PH','N','N',1900,'NonDD','N','N','N','Y',186.19,'Live'
'N','R','N','Y',6,1000000,6,0,0,1928,'M','F','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1960,'NonDD','N','N','N','N',188.19,'Live'
'Y','E','N','Y',25,1000000,4,2065,15.12,1951,'O','F','N','N',3,11,15,'Y',30,'N','PH','N','N',1946,'NonDD','N','N','N','N',336.01,'Live'
'Y','R','N','Y',11,1000000,3,0,0,1921,'P','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1980,'PureDD','Y','Y','N','N',221,'Live'
'N','R','N','Y',15,1000000,6,0,0,1934,'P','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',213.3,'Lapsed'
'N','R','N','Y',3,1000000,6,0,0,1935,'W','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1960,'DD-Other','N','N','N','N',167.09,'Live'
'N','R','N','Y',0,1000000,1,0,0,1949,'D','F','N','N',3,11,15,'Y',0,'N','PH','N','N',2000,'NonDD','N','N','N','N',139.3,'Live'
'N','R','N','Y',8,1000000,7,0,0,1941,'M','M','N','Y',4,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',217.27,'Live'
'Y','E','N','Y',14,1000000,3,0,0,1952,'D','F','N','Y',3,11,15,'Y',30,'N','PH','N','N',1960,'PureDD','N','N','N','N',232.97,'Live'
'N','R','N','Y',8,1000000,6,0,0,1926,'P','M','N','Y',2,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',167.08,'Live'
'N','R','N','Y',9,1000000,6,0,0,1928,'W','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1900,'NonDD','N','N','N','N',172.41,'Lapsed'
'N','R','N','Y',4,1000000,6,0,0,1939,'O','F','N','N',2,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',153.01,'Live'
'N','R','N','Y',1,1000000,6,0,0,1933,'P','M','N','Y',2,11,15,'Y',0,'N','PH','N','N',1900,'NonDD','N','N','N','N',166.34,'Live'
'Y','R','N','Y',5,1000000,1,0,0,1941,'M','M','N','Y',3,11,15,'Y',30,'N','PH','N','N',1946,'NonDD','N','N','N','N',194,'Lapsed'
'N','R','N','Y',6,1000000,6,0,0,1942,'W','F','N','Y',2,11,15,'Y',30,'N','PH','N','N',1960,'NonDD','N','N','N','N',107.16,'Lapsed'
'N','R','N','Y',9,1000000,6,0,0,1940,'M','F','N','N',3,11,15,'Y',30,'N','PH','N','N',1960,'PureDD','N','N','N','N',124.22,'Lapsed'
'N','R','N','Y',14,1000000,5,150,1.2,1949,'C','M','N','Y',2,11,15,'Y',30,'N','PH','N','N',1946,'PureDD','N','N','N','N',116.97,'Live'
'N','S','Y','Y',6,1000000,6,0,0,1960,'M','F','N','N',4,11,15,'Y',0,'N','PH','N','N',1960,'NonDD','Y','Y','N','N',362.62,'Live'
'N','R','N','Y',11,1000000,6,0,0,1928,'W','F','N','N',2,11,15,'Y',0,'Y','PH','N','N',1946,'PureDD','Y','Y','N','N',288.39,'Live'
'N','R','N','Y',31,1000000,7,0,0,1927,'O','F','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1980,'NonDD','N','N','N','N',125.34,'Live'
'N','R','N','Y',1,1000000,6,0,0,1927,'P','M','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1980,'NonDD','N','N','N','N',152.66,'Lapsed'
